geo_name,geo_sumlevel,geo_id,income_below_poverty_2013,income_below_poverty_2014,income_below_poverty_2015,income_below_poverty:pop_poverty_status_2013,income_below_poverty:pop_poverty_status_2014,income_below_poverty:pop_poverty_status_2015,income_below_poverty:pop_poverty_status_2016,income_below_poverty_2016,pop_poverty_status_2013,pop_poverty_status_2014,pop_poverty_status_2015,pop_poverty_status_2016
"Washington County, AL",county,05000US01129,3132,2679,3200,0.184029613960867,0.158623956421339,0.191399007117651,0.2160810077753,3585,17019,16889,16719,16591
"Wilcox County, AL",county,05000US01131,4400,4513,4126,0.392052035997505,0.405845323741007,0.376597298284045,0.348921196407075,3768,11223,11120,10956,10799
"Winston County, AL",county,05000US01133,5699,5297,5157,0.239877094031484,0.223690878378378,0.218813645621181,0.205659574468085,4833,23758,23680,23568,23500
"Aleutians East Borough, AK",county,05000US02013,523,538,553,0.166826156299841,0.163824604141291,0.167982989064399,0.154968094804011,510,3135,3284,3292,3291
"Aleutians West Census Area, AK",county,05000US02016,488,481,499,0.092040739343644,0.088516746411483,0.090562613430127,0.076839826839827,426,5302,5434,5510,5544
"Anchorage Municipality, AK",county,05000US02020,22874,24091,23914,0.079254919217083,0.082767885057392,0.08189277299874,0.080983636867893,23652,288613,291067,292016,292059
"Bethel Census Area, AK",county,05000US02050,3880,4070,4364,0.228034087569791,0.236614150340096,0.251890331890332,0.265872330627986,4619,17015,17201,17325,17373
"Bristol Bay Borough, AK",county,05000US02060,73,71,69,0.078748651564186,0.072008113590264,0.072025052192067,0.072510822510823,67,927,986,958,924
"Denali Borough, AK",county,05000US02068,219,253,254,0.114003123373243,0.127584467977811,0.127063531765883,0.112778315585673,233,1921,1983,1999,2066
"Dillingham Census Area, AK",county,05000US02070,886,890,894,0.180964052287582,0.180820804550996,0.180788675429727,0.164812942366026,815,4896,4922,4945,4945
"Fairbanks North Star Borough, AK",county,05000US02090,7992,7640,7752,0.084260245231895,0.080102329677704,0.080877213116465,0.077582882573034,7444,94849,95378,95849,95949
"Haines Borough, AK",county,05000US02100,196,194,135,0.078274760383387,0.077106518282989,0.052858261550509,0.052526860326303,132,2504,2516,2554,2513
"Hoonah-Angoon Census Area, AK",county,05000US02105,318,318,252,0.149155722326454,0.150212564950402,0.118532455315146,0.123456790123457,260,2132,2117,2126,2106
"Juneau City and Borough, AK",county,05000US02110,1931,2033,2110,0.061545816733068,0.064353771643823,0.066061365059487,0.074233340657271,2365,31375,31591,31940,31859
"Kenai Peninsula Borough, AK",county,05000US02122,4728,5138,5558,0.086186153341354,0.092892914610114,0.099700432310259,0.109690025757172,6175,54858,55311,55747,56295
"Ketchikan Gateway Borough, AK",county,05000US02130,1363,1540,1640,0.102273579950476,0.114600386962346,0.121355631197277,0.107549962990378,1453,13327,13438,13514,13510
"Kodiak Island Borough, AK",county,05000US02150,1577,1557,1552,0.116814814814815,0.114384366735234,0.113475177304965,0.091536372311532,1247,13500,13612,13677,13623
"Kusilvak County, AK",county,05000US02158,,,2622,,,0.332994665989332,0.359818959014332,2862,,,7874,7954
"Lake and Peninsula Borough, AK",county,05000US02164,305,266,247,0.211365211365211,0.179608372721134,0.168370824812543,0.187723054960742,263,1443,1481,1467,1401
"Matanuska-Susitna Borough, AK",county,05000US02170,8897,9375,9454,0.098854457172698,0.101689951405762,0.100269393123051,0.096670802315964,9350,90001,92192,94286,96720
"Nome Census Area, AK",county,05000US02180,2614,2635,2592,0.277229822886838,0.276321308724832,0.27008440137543,0.270104166666667,2593,9429,9536,9597,9600
"North Slope Borough, AK",county,05000US02185,964,961,976,0.10343347639485,0.101714648602879,0.102316804696509,0.112100576217915,1070,9320,9448,9539,9545
"Northwest Arctic Borough, AK",county,05000US02188,1662,1735,1824,0.219986763732627,0.228259439547428,0.23840020912299,0.24535218643624,1874,7555,7601,7651,7638
"Petersburg Census Area, AK",county,05000US02195,509,299,327,0.134584875727129,0.093730407523511,0.102219443576118,0.092861655085281,294,3782,3190,3199,3166
"Prince of Wales-Hyder Census Area, AK",county,05000US02198,850,983,921,0.151380231522707,0.155784469096672,0.146028222609799,0.148841637575373,938,5615,6310,6307,6302
"Sitka City and Borough, AK",county,05000US02220,879,705,798,0.100239479986315,0.080004539264639,0.090476190476191,0.090464825548358,796,8769,8812,8820,8799
"Skagway Municipality, AK",county,05000US02230,59,45,44,0.054730983302412,0.045271629778672,0.044088176352705,0.052527254707631,53,1078,994,998,1009
"Southeast Fairbanks Census Area, AK",county,05000US02240,924,948,1011,0.132568149210904,0.136011477761836,0.145258620689655,0.136258326093252,941,6970,6970,6960,6906
"Valdez-Cordova Census Area, AK",county,05000US02261,787,933,1029,0.082659384518433,0.09793219271544,0.108647450110865,0.085346387144834,802,9521,9527,9471,9397
"Wade Hampton Census Area, AK",county,05000US02270,2398,2556,,0.313751144838414,0.329976762199845,,,,7643,7746,,
"Wrangell City and Borough, AK",county,05000US02275,223,235,279,0.095217762596072,0.099449851883199,0.117820945945946,0.099454469156525,237,2342,2363,2368,2383
"Yakutat City and Borough, AK",county,05000US02282,36,30,35,0.059308072487644,0.047244094488189,0.05443234836703,0.078947368421053,51,607,635,643,646
"Yukon-Koyukuk Census Area, AK",county,05000US02290,1359,1346,1252,0.24215965787598,0.240787119856887,0.224131757966344,0.235336581844432,1304,5612,5590,5586,5541
"Apache County, AZ",county,05000US04001,25573,25330,25852,0.361952075637269,0.358670102800827,0.36619638506431,0.362022744588989,25658,70653,70622,70596,70874
"Cochise County, AZ",county,05000US04003,20786,21165,21102,0.171111989199513,0.175472777469179,0.178656394192101,0.189263897894414,22184,121476,120617,118115,117212
"Coconino County, AZ",county,05000US04005,29171,30222,28824,0.229752612883663,0.237902940134609,0.227230801977154,0.221636112071947,28193,126967,127035,126849,127204
